Timestamp,User,Action,Doc Tracer #,Details,Routing Tracker #
6/9/2026 14:41:04,Unknown user,Signed routing signatory,69DN,VMP-MM-01-000-179P-5.1,"Signatory #2 ""Fong"" was marked signed by Unknown user on 09 Jun 2026 02:41 PM. Signatory #2 ""Fong"" status changed from ""Active"" to ""Signed"". Signatory #3 ""Jon"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-09 14:41:03"". The document was forwarded to ""Jon"" by Unknown user on 09 Jun 2026 02:41 PM."
6/9/2026 14:41:15,Unknown user,Signed routing signatory,69DN,VMP-MM-01-000-179P-5.1,"Signatory #3 ""Jon"" was marked signed by Unknown user on 09 Jun 2026 02:41 PM. Signatory #3 ""Jon"" status changed from ""Active"" to ""Signed"". Jon signed routing document 69DN. Status was changed from ""Routing"" to ""Completed"" by Unknown user on 09 Jun 2026 02:41 PM."
6/9/2026 14:41:37,Unknown user,Updated document,69DN,VMP-MM-01-000-179P-5.1,"Status was changed from ""Completed"" to ""In EDMS"". Sent/Routing To was set to ""Angela"". Date sent was changed from ""2026-06-03"" to ""2026-06-09"". Updated by Unknown user on 09 Jun 2026 02:41 PM."
6/9/2026 14:45:31,Unknown user,Updated document,CNSU,Not Applicable,"IL-Tag was set to ""n/a"". Status was changed from ""Routing"" to ""In EDMS"". Sent/Routing To was changed from ""Fong"" to ""Isaiah"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 09 Jun 2026 02:45 PM."
6/9/2026 14:52:38,Unknown user,Signed routing signatory,krkG,VMP-MM-00-000-077P-5,"Signatory #3 ""Anne"" was marked signed by Unknown user on 09 Jun 2026 02:52 PM. Signatory #3 ""Anne"" status changed from ""Active"" to ""Signed"". Signatory #4 ""Tin"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-09 14:52:37"". The document was forwarded to ""Tin"" by Unknown user on 09 Jun 2026 02:52 PM."
6/9/2026 14:52:47,Unknown user,Signed routing signatory,krkG,VMP-MM-00-000-077P-5,"Signatory #4 ""Tin"" was marked signed by Unknown user on 09 Jun 2026 02:52 PM. Signatory #4 ""Tin"" status changed from ""Active"" to ""Signed"". Signatory #5 ""Nadia"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-09 14:52:47"". The document was forwarded to ""Nadia"" by Unknown user on 09 Jun 2026 02:52 PM."
6/9/2026 14:52:59,Unknown user,Signed routing signatory,krkG,VMP-MM-00-000-077P-5,"Signatory #5 ""Nadia"" was marked signed by Unknown user on 09 Jun 2026 02:52 PM. Signatory #5 ""Nadia"" status changed from ""Active"" to ""Signed"". Signatory #6 ""Othy"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-09 14:52:59"". The document was forwarded to ""Othy"" by Unknown user on 09 Jun 2026 02:52 PM."
6/9/2026 14:53:15,Unknown user,Signed routing signatory,krkG,VMP-MM-00-000-077P-5,"Signatory #6 ""Othy"" was marked signed by Unknown user on 09 Jun 2026 02:53 PM. Signatory #6 ""Othy"" status changed from ""Active"" to ""Signed"". Signatory #7 ""Aiza"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-09 14:53:14"". The document was forwarded to ""Aiza"" by Unknown user on 09 Jun 2026 02:53 PM."
6/9/2026 14:53:32,Unknown user,Updated document,krkG,VMP-MM-00-000-077P-5,Document record was opened with no changes by Unknown user on 09 Jun 2026 02:53 PM.
6/9/2026 15:03:05,Unknown user,Updated document,0KGF,APR-2025-098,"IL-Tag was set to ""n/a"". Status was changed from ""Routing"" to ""Completed"". Sent/Routing To was changed from ""Fong"" to ""Timi"". Remarks was set to ""c/o Ma'am Timi"". Signatories Tracker was set to updated. Updated by Unknown user on 09 Jun 2026 03:03 PM."
6/9/2026 15:42:10,carlolidres@gmail.com,Updated document,T7CN,VMP-MM-01-000-193E-1,"Status was changed from ""In EDMS"" to ""Completed"". Sent/Routing To was changed from ""Carl"" to ""Isaiah"". Remarks was changed from ""Need evidence"" to ""n/a"". Updated by carlolidres@gmail.com on 09 Jun 2026 03:42 PM."
6/9/2026 15:44:19,carlolidres@gmail.com,Updated document,940W,VMP-MM-00-000-076P-4.1,"Status was changed from ""In EDMS"" to ""Sent"". Sent/Routing To was changed from ""Carl"" to ""Client"". Date sent was changed from ""2026-06-05"" to ""2026-06-09"". Remarks was changed from ""n/a"" to ""Sent to client c/o Carl"". Updated by carlolidres@gmail.com on 09 Jun 2026 03:44 PM."
6/9/2026 15:54:07,carlolidres@gmail.com,Updated document,X5C2,VMP-MM-11-000-008P-4,"Status was changed from ""In EDMS"" to ""Sent"". Sent/Routing To was changed from ""Isaiah"" to ""Client"". Date sent was changed from ""2026-06-01"" to ""2026-06-09"". Remarks was changed from ""n/a"" to ""Sent to client c/o Carl (09June2026)"". Updated by carlolidres@gmail.com on 09 Jun 2026 03:54 PM."
6/9/2026 16:01:35,carlolidres@gmail.com,Updated document,1JWY,VMP-MM-11-000-002P-2,"Status was changed from ""In EDMS"" to ""Sent"". Sent/Routing To was changed from ""Isaiah"" to ""Client"". Remarks was changed from ""n/a"" to ""Sent to client for approval c/o Carl (09June2026)"". Updated by carlolidres@gmail.com on 09 Jun 2026 04:01 PM."
6/9/2026 16:06:29,carlolidres@gmail.com,Updated document,ESE5,VMP-MM-11-000-002P-3,"Status was changed from ""In EDMS"" to ""Sent"". Sent/Routing To was changed from ""Isaiah"" to ""Client"". Date sent was changed from ""2026-06-01"" to ""2026-06-09"". Remarks was changed from ""n/a"" to ""Sent to Client for approval c/o Carl (09 June 2026)"". Updated by carlolidres@gmail.com on 09 Jun 2026 04:06 PM."
6/10/2026 7:18:58,Unknown user,Created document,VbH0,APR-2026-025,"Document tracker ""VbH0"" was created by Unknown user on 10 Jun 2026 07:18 AM."
6/10/2026 7:20:41,Unknown user,Created document,tRMC,APR-2026-026,"Document tracker ""tRMC"" was created by Unknown user on 10 Jun 2026 07:20 AM."
6/10/2026 7:27:52,Unknown user,Created document,MVZ2,VMP-CM-01-000-043R-1,"Document tracker ""MVZ2"" was created by Unknown user on 10 Jun 2026 07:27 AM."
6/10/2026 7:30:54,carlolidres@gmail.com,Updated document,940W,VMP-MM-00-000-076P-4.1,"Status was changed from ""Sent"" to ""In EDMS"". Sent/Routing To was changed from ""Client"" to ""Isaiah"". Remarks was changed from ""Sent to client c/o Carl"" to ""For filing c/o Isaiah"". Updated by carlolidres@gmail.com on 10 Jun 2026 07:30 AM."
6/10/2026 8:24:51,Unknown user,Updated document,Z961,VMP-MM-00-000-051P-9,"Status was changed from ""Returned to"" to ""Routing"". Sent/Routing To was changed from ""Isaiah"" to ""Fong"". Date sent was changed from ""2026-05-19"" to ""2026-06-10"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 10 Jun 2026 08:24 AM."
6/10/2026 9:57:43,Unknown user,Updated document,VbH0,APR-2026-025,"Status was changed from ""Routing"" to ""Returned to"". Sent/Routing To was changed from ""Fong"" to ""Timi"". Updated by Unknown user on 10 Jun 2026 09:57 AM."
6/10/2026 9:59:05,Unknown user,Updated document,tRMC,APR-2026-026,"Status was changed from ""Routing"" to ""Returned to"". Sent/Routing To was changed from ""Fong"" to ""Timi"". Updated by Unknown user on 10 Jun 2026 09:59 AM."
6/10/2026 13:34:12,Unknown user,Signed routing signatory,gcRT,VMP-MM-01-000-195R-8,"Signatory #3 ""Kitel"" was marked signed by Unknown user on 10 Jun 2026 01:34 PM. Signatory #3 ""Kitel"" status changed from ""Active"" to ""Signed"". Signatory #4 ""Ron"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-10 13:34:11"". The document was forwarded to ""Ron"" by Unknown user on 10 Jun 2026 01:34 PM."
6/10/2026 13:34:36,Unknown user,Updated document,gcRT,VMP-MM-01-000-195R-8,"Status was changed from ""Routing"" to ""In EDMS"". Sent/Routing To was changed from ""Ron"" to ""Carl"". Updated by Unknown user on 10 Jun 2026 01:34 PM."
6/10/2026 13:45:46,carlolidres@gmail.com,Updated document,gcRT,VMP-MM-01-000-195R-8,"Sent/Routing To was changed from ""Carl"" to ""Isaiah"". Updated by carlolidres@gmail.com on 10 Jun 2026 01:45 PM."
6/10/2026 14:14:37,carlolidres@gmail.com,Updated document,8Q9M,VMP-MM-01-000-298P.1,"IL-Tag was set to ""n/a"". Remarks was changed from ""For client sign"" to ""Followed up Iya for signed protocol, c/o Carl June 10, 2026"". Signatories Tracker was set to updated. Updated by carlolidres@gmail.com on 10 Jun 2026 02:14 PM."
6/10/2026 14:27:17,Unknown user,Signed routing signatory,krkG,VMP-MM-00-000-077P-5,"Signatory #7 ""Aiza"" was marked signed by Unknown user on 10 Jun 2026 02:27 PM. Signatory #7 ""Aiza"" status changed from ""Active"" to ""Signed"". Signatory #8 ""Ron"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-10 14:27:17"". The document was forwarded to ""Ron"" by Unknown user on 10 Jun 2026 02:27 PM."
6/10/2026 14:27:43,Unknown user,Signed routing signatory,Ct6u,VMP-MM-00-000-077P-4,"Signatory #7 ""Aiza"" was marked signed by Unknown user on 10 Jun 2026 02:27 PM. Signatory #7 ""Aiza"" status changed from ""Active"" to ""Signed"". Signatory #8 ""Ron"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-10 14:27:42"". The document was forwarded to ""Ron"" by Unknown user on 10 Jun 2026 02:27 PM."
6/10/2026 14:28:03,Unknown user,Signed routing signatory,2sgt,VMP-MM-00-000-076P-5,"Signatory #7 ""Aiza"" was marked signed by Unknown user on 10 Jun 2026 02:28 PM. Signatory #7 ""Aiza"" status changed from ""Active"" to ""Signed"". Signatory #8 ""Ron"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-10 14:28:03"". The document was forwarded to ""Ron"" by Unknown user on 10 Jun 2026 02:28 PM."
6/10/2026 14:28:32,Unknown user,Signed routing signatory,zEvB,VMP-MM-00-000-076P-6,"Signatory #7 ""Aiza"" was marked signed by Unknown user on 10 Jun 2026 02:28 PM. Signatory #7 ""Aiza"" status changed from ""Active"" to ""Signed"". Signatory #8 ""Ron"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-10 14:28:31"". The document was forwarded to ""Ron"" by Unknown user on 10 Jun 2026 02:28 PM."
6/10/2026 14:45:43,Unknown user,Updated document,KQX3,VMP-MM-01-000-195E-8,"IL-Tag was set to ""n/a"". Sent/Routing To was changed from ""Kitel"" to ""Steve"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 10 Jun 2026 02:45 PM."
6/10/2026 14:46:25,Unknown user,Updated document,KQX3,VMP-MM-01-000-195E-8,"Date sent was changed from ""2026-05-22"" to ""2026-06-10"". Date prepared was changed from ""2026-05-21"" to ""2026-06-10"". Date checked was changed from ""2026-05-21"" to ""2026-06-10"". Updated by Unknown user on 10 Jun 2026 02:46 PM."
6/10/2026 15:10:52,Unknown user,Updated document,KQX3,VMP-MM-01-000-195E-8,Signatories Tracker was changed from updated to updated. Updated by Unknown user on 10 Jun 2026 03:10 PM.
6/10/2026 15:11:57,Unknown user,Signed routing signatory,KQX3,VMP-MM-01-000-195E-8,"Signatory #1 ""Steve"" was marked signed by Unknown user on 10 Jun 2026 03:11 PM. Signatory #1 ""Steve"" status changed from ""Active"" to ""Signed"". Signatory #2 ""Fong"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-10 15:11:57"". The document was forwarded to ""Fong"" by Unknown user on 10 Jun 2026 03:11 PM."
6/10/2026 16:09:55,Unknown user,Signed routing signatory,MVZ2,VMP-CM-01-000-043R-1,"Signatory #1 ""Steve"" was marked signed by Unknown user on 10 Jun 2026 04:09 PM. Signatory #1 ""Steve"" status changed from ""Active"" to ""Signed"". Steve signed routing document MVZ2. Status was changed from ""Routing"" to ""Completed"" by Unknown user on 10 Jun 2026 04:09 PM."
6/10/2026 16:10:22,Unknown user,Updated document,MVZ2,VMP-CM-01-000-043R-1,"Signatories Tracker was changed from updated to updated. Total routing duration was changed from ""8 hrs 42 mins"" to blank. Routing completed at was changed from ""2026-06-10 16:09:54"" to blank. Updated by Unknown user on 10 Jun 2026 04:10 PM."
6/10/2026 16:55:30,Unknown user,Created document,p24C,VMP-MM-15-000-001P,"Document tracker ""p24C"" was created by Unknown user on 10 Jun 2026 04:55 PM."
6/10/2026 16:59:03,Unknown user,Created document,3Ia7,APR-2026-050,"Document tracker ""3Ia7"" was created by Unknown user on 10 Jun 2026 04:59 PM."
6/10/2026 17:00:54,Unknown user,Created document,DjSG,APR-2025-105,"Document tracker ""DjSG"" was created by Unknown user on 10 Jun 2026 05:00 PM."
6/10/2026 17:09:44,Unknown user,Updated document,p24C,VMP-MM-15-000-001P,Signatories Tracker was changed from updated to updated. Updated by Unknown user on 10 Jun 2026 05:09 PM.
6/11/2026 6:45:41,Unknown user,Updated document,p24C,VMP-MM-15-000-001P,"Status was set to ""Routing"". Checked by was set to ""SBA"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 11 Jun 2026 06:45 AM."
6/11/2026 7:30:19,Unknown user,Updated document,DjSG,APR-2025-105,"Status was set to ""Routing"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 11 Jun 2026 07:30 AM."
6/11/2026 8:25:15,Unknown user,Signed routing signatory,p24C,VMP-MM-15-000-001P,"Signatory #1 ""Steve"" was marked signed by Unknown user on 11 Jun 2026 08:25 AM. Signatory #1 ""Steve"" status changed from ""Active"" to ""Signed"". Signatory #2 ""Othy"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-11 08:25:15"". The document was forwarded to ""Othy"" by Unknown user on 11 Jun 2026 08:25 AM."
6/11/2026 13:15:38,Unknown user,Signed routing signatory,KQX3,VMP-MM-01-000-195E-8,"Signatory #2 ""Fong"" was marked signed by Unknown user on 11 Jun 2026 01:15 PM. Signatory #2 ""Fong"" status changed from ""Active"" to ""Signed"". Fong signed routing document KQX3. Status was changed from ""Routing"" to ""Completed"" by Unknown user on 11 Jun 2026 01:15 PM."
6/11/2026 13:15:39,Unknown user,Updated document,KQX3,VMP-MM-01-000-195E-8,"Status was changed from ""Completed"" to ""Routing"". Sent/Routing To was set to ""Kitel"". Signatories Tracker was changed from updated to updated. Total routing duration was changed from ""22 hrs 30 mins"" to blank. Routing completed at was changed from ""2026-06-11 13:15:37"" to blank. Updated by Unknown user on 11 Jun 2026 01:15 PM."
6/11/2026 13:18:06,Unknown user,Updated document,MVZ2,VMP-CM-01-000-043R-1,"Status was changed from ""Completed"" to ""Routing"". Sent/Routing To was set to ""Nadia"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 11 Jun 2026 01:18 PM."
6/11/2026 13:19:52,Unknown user,Updated document,DjSG,APR-2025-105,"Status was changed from ""Routing"" to ""Sent"". Sent/Routing To was changed from ""Fong"" to ""Timi"". Remarks was changed from ""n/a"" to ""c/o Ma'am Timi"". Updated by Unknown user on 11 Jun 2026 01:19 PM."
6/15/2026 6:39:18,Unknown user,Signed routing signatory,KQX3,VMP-MM-01-000-195E-8,"Signatory #2 ""Kitel"" was marked signed by Unknown user on 15 Jun 2026 06:39 AM. Signatory #2 ""Kitel"" status changed from ""Active"" to ""Signed"". Signatory #3 ""Ernz"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-15 06:39:17"". The document was forwarded to ""Ernz"" by Unknown user on 15 Jun 2026 06:39 AM."
6/15/2026 6:40:45,Unknown user,Updated document,H138,VMP-MM-11-000-007P-5,"IL-Tag was set to ""n/a"". Sent/Routing To was changed from ""Fong"" to ""Isaiah"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 15 Jun 2026 06:40 AM."
6/15/2026 6:41:10,Unknown user,Updated document,H138,VMP-MM-11-000-007P-5,"Status was changed from ""Routing"" to ""In EDMS"". Updated by Unknown user on 15 Jun 2026 06:41 AM."
6/15/2026 6:41:45,Unknown user,Updated document,4MJ0,VMP-MM-11-000-007P-4,"IL-Tag was set to ""n/a"". Status was changed from ""Routing"" to ""In EDMS"". Sent/Routing To was changed from ""Fong"" to ""Isaiah"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 15 Jun 2026 06:41 AM."
6/15/2026 6:42:29,Unknown user,Updated document,JSGX,VMP-MM-11-000-008P-3,"IL-Tag was set to ""n/a"". Status was changed from ""Routing"" to ""In EDMS"". Sent/Routing To was changed from ""Fong"" to ""Isaiah"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 15 Jun 2026 06:42 AM."
6/15/2026 6:42:54,Unknown user,Updated document,JSGX,VMP-MM-11-000-008P-3,"Date sent was changed from ""2026-06-01"" to ""2026-06-15"". Updated by Unknown user on 15 Jun 2026 06:42 AM."
6/15/2026 6:43:17,Unknown user,Updated document,4MJ0,VMP-MM-11-000-007P-4,"Date sent was changed from ""2026-06-01"" to ""2026-06-15"". Updated by Unknown user on 15 Jun 2026 06:43 AM."
6/15/2026 6:43:40,Unknown user,Updated document,H138,VMP-MM-11-000-007P-5,"Date sent was changed from ""2026-06-01"" to ""2026-06-15"". Updated by Unknown user on 15 Jun 2026 06:43 AM."
6/15/2026 7:11:17,Unknown user,Signed routing signatory,KKNA,ER-FA-04-019-002/26,"Signatory #2 ""Fong"" was marked signed by Unknown user on 15 Jun 2026 07:11 AM. Signatory #2 ""Fong"" status changed from ""Active"" to ""Signed"". Fong signed routing document KKNA. Status was changed from ""Routing"" to ""Completed"" by Unknown user on 15 Jun 2026 07:11 AM."
6/15/2026 7:14:34,Unknown user,Signed routing signatory,Z5gT,ER-FA-04-019-003/26,"Signatory #2 ""Fong"" was marked signed by Unknown user on 15 Jun 2026 07:14 AM. Signatory #2 ""Fong"" status changed from ""Active"" to ""Signed"". Fong signed routing document Z5gT. Status was changed from ""Routing"" to ""Completed"" by Unknown user on 15 Jun 2026 07:14 AM."
6/15/2026 7:15:31,Unknown user,Added registry value,,,"Checked by registry value ""Anne"" was added by Unknown user on 15 Jun 2026 07:15 AM."
6/15/2026 7:16:44,Unknown user,Updated document,Z5gT,ER-FA-04-019-003/26,"Sent/Routing To was set to ""Anne"". Signatories Tracker was changed from updated to updated. Total routing duration was changed from ""6 days 15 hrs"" to blank. Routing completed at was changed from ""2026-06-15 07:14:34"" to blank. Updated by Unknown user on 15 Jun 2026 07:16 AM."
6/15/2026 7:20:01,Unknown user,Updated document,Z5gT,ER-FA-04-019-003/26,"Status was changed from ""Completed"" to ""Routing"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 15 Jun 2026 07:20 AM."
6/15/2026 7:26:34,Unknown user,Updated document,C7LU,VMP-FA-04-018-001/26,"Status was changed from ""For Scanning"" to ""Routing"". Sent/Routing To was changed from ""Riza"" to ""Bing"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 15 Jun 2026 07:26 AM."
6/15/2026 7:35:09,Unknown user,Updated document,EIN9,ER-SYS-04-018-003/26,"Status was changed from ""For Scanning"" to ""Routing"". Sent/Routing To was changed from ""Riza"" to ""Bing"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 15 Jun 2026 07:35 AM."
6/15/2026 7:36:08,Unknown user,Updated document,PIU9,ER-SYS-04-018-002/26,"Status was changed from ""For Scanning"" to ""Routing"". Sent/Routing To was changed from ""Riza"" to ""Bing"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 15 Jun 2026 07:36 AM."
6/15/2026 7:36:46,Unknown user,Updated document,CGBX,ER-SYS-04-018-004/26,"Status was changed from ""For Scanning"" to ""Routing"". Sent/Routing To was changed from ""Riza"" to ""Bing"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 15 Jun 2026 07:36 AM."
6/15/2026 7:39:17,Unknown user,Created document,i6Am,ER-SYS-04-018-021/26,"Document tracker ""i6Am"" was created by Unknown user on 15 Jun 2026 07:39 AM."
6/15/2026 7:39:50,Unknown user,Updated document,i6Am,ER-SYS-04-018-021/26,"Status was set to ""Routing"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 15 Jun 2026 07:39 AM."
6/15/2026 7:53:32,Unknown user,Updated document,API8,VMP-MM-11-000-008E-1,"Sent/Routing To was changed from ""Ernz"" to ""Aiza"". Date sent was changed from ""2026-05-14"" to ""2026-06-15"". Signatories Tracker was set to updated. Updated by Unknown user on 15 Jun 2026 07:53 AM."
6/15/2026 7:57:10,Unknown user,Created document,LUBW,VMP-MM-02-000-117R-11,"Document tracker ""LUBW"" was created by Unknown user on 15 Jun 2026 07:57 AM."
6/15/2026 7:59:09,Unknown user,Signed routing signatory,p24C,VMP-MM-15-000-001P,"Signatory #2 ""Othy"" was marked signed by Unknown user on 15 Jun 2026 07:59 AM. Signatory #2 ""Othy"" status changed from ""Active"" to ""Signed"". Signatory #3 ""Fong"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-15 07:59:09"". The document was forwarded to ""Fong"" by Unknown user on 15 Jun 2026 07:59 AM."
6/15/2026 8:20:49,carlolidres@gmail.com,Updated document,8Q9M,VMP-MM-01-000-298P.1,"Status was changed from ""Sent"" to ""In EDMS"". Sent/Routing To was changed from ""Iya"" to ""Isaiah"". Updated by carlolidres@gmail.com on 15 Jun 2026 08:20 AM."
6/15/2026 8:21:34,carlolidres@gmail.com,Updated document,8Q9M,VMP-MM-01-000-298P.1,"Date sent was changed from ""2026-05-22"" to ""2026-06-15"". Remarks was changed from ""Followed up Iya for signed protocol, c/o Carl June 10, 2026"" to ""with Signed copies, for compilation c/o Isaiah 15 June 2026"". Updated by carlolidres@gmail.com on 15 Jun 2026 08:21 AM."
6/15/2026 8:45:07,Unknown user,Signed routing signatory,LUBW,VMP-MM-02-000-117R-11,"Signatory #1 ""Steve"" was marked signed by Unknown user on 15 Jun 2026 08:45 AM. Signatory #1 ""Steve"" status changed from ""Active"" to ""Signed"". Signatory #2 ""Nadia"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-15 08:45:07"". The document was forwarded to ""Nadia"" by Unknown user on 15 Jun 2026 08:45 AM."
6/15/2026 9:51:23,Unknown user,Created document,ACdV,VMP-EQ-01-000-146R-1,"Document tracker ""ACdV"" was created by Unknown user on 15 Jun 2026 09:51 AM."
6/15/2026 10:19:00,Unknown user,Signed routing signatory,MVZ2,VMP-CM-01-000-043R-1,"Signatory #2 ""Nadia"" was marked signed by Unknown user on 15 Jun 2026 10:18 AM. Signatory #2 ""Nadia"" status changed from ""Active"" to ""Signed"". Signatory #3 ""Kitel"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-15 10:18:59"". The document was forwarded to ""Kitel"" by Unknown user on 15 Jun 2026 10:18 AM."
6/15/2026 10:19:47,Unknown user,Signed routing signatory,krkG,VMP-MM-00-000-077P-5,"Signatory #8 ""Ron"" was marked signed by Unknown user on 15 Jun 2026 10:19 AM. Signatory #8 ""Ron"" status changed from ""Active"" to ""Signed"". Signatory #9 ""Fong"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-15 10:19:47"". The document was forwarded to ""Fong"" by Unknown user on 15 Jun 2026 10:19 AM."
6/15/2026 10:20:01,Unknown user,Updated document,krkG,VMP-MM-00-000-077P-5,Document record was opened with no changes by Unknown user on 15 Jun 2026 10:20 AM.
6/15/2026 10:20:38,Unknown user,Signed routing signatory,Ct6u,VMP-MM-00-000-077P-4,"Signatory #8 ""Ron"" was marked signed by Unknown user on 15 Jun 2026 10:20 AM. Signatory #8 ""Ron"" status changed from ""Active"" to ""Signed"". Signatory #9 ""Fong"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-15 10:20:38"". The document was forwarded to ""Fong"" by Unknown user on 15 Jun 2026 10:20 AM."
6/15/2026 10:21:09,Unknown user,Signed routing signatory,2sgt,VMP-MM-00-000-076P-5,"Signatory #8 ""Ron"" was marked signed by Unknown user on 15 Jun 2026 10:21 AM. Signatory #8 ""Ron"" status changed from ""Active"" to ""Signed"". Signatory #9 ""Fong"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-15 10:21:08"". The document was forwarded to ""Fong"" by Unknown user on 15 Jun 2026 10:21 AM."
6/15/2026 10:21:34,Unknown user,Signed routing signatory,zEvB,VMP-MM-00-000-076P-6,"Signatory #8 ""Ron"" was marked signed by Unknown user on 15 Jun 2026 10:21 AM. Signatory #8 ""Ron"" status changed from ""Active"" to ""Signed"". Signatory #9 ""Fong"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-15 10:21:33"". The document was forwarded to ""Fong"" by Unknown user on 15 Jun 2026 10:21 AM."
6/15/2026 10:23:51,Unknown user,Updated document,ACdV,VMP-EQ-01-000-146R-1,"Equipment/Product was changed from ""GKF 800"" to ""GKF 800 Encapsulating Machine"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 15 Jun 2026 10:23 AM."
6/15/2026 14:02:22,Unknown user,Signed routing signatory,LUBW,VMP-MM-02-000-117R-11,"Signatory #2 ""Nadia"" was marked signed by Unknown user on 15 Jun 2026 02:02 PM. Signatory #2 ""Nadia"" status changed from ""Active"" to ""Signed"". Signatory #3 ""Aiza"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-15 14:02:22"". The document was forwarded to ""Aiza"" by Unknown user on 15 Jun 2026 02:02 PM."
6/16/2026 7:15:07,carlolidres@gmail.com,Updated document,7BGE,VMP-MM-01-000-189R-6,"IL-Tag was set to ""n/a"". Status was changed from ""In EDMS"" to ""Sent"". Sent/Routing To was changed from ""Isaiah"" to ""Client"". Date sent was changed from ""2026-05-21"" to ""2026-06-16"". Remarks was changed from ""For client signature"" to ""Sent to Client for approval c/o Carl"". Signatories Tracker was set to updated. Updated by carlolidres@gmail.com on 16 Jun 2026 07:15 AM."
6/16/2026 8:44:48,Unknown user,Created document,YZ3i,VMP-MM-02-000-075E-12,"Document tracker ""YZ3i"" was created by Unknown user on 16 Jun 2026 08:44 AM."
6/16/2026 8:45:45,Unknown user,Updated document,YZ3i,VMP-MM-02-000-075E-12,"Status was set to ""Routing"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 16 Jun 2026 08:45 AM."
6/16/2026 8:46:27,Unknown user,Updated document,YZ3i,VMP-MM-02-000-075E-12,"Department was set to ""LPP"". Updated by Unknown user on 16 Jun 2026 08:46 AM."
6/16/2026 8:47:19,Unknown user,Updated document,YZ3i,VMP-MM-02-000-075E-12,"IL-Tag was changed from ""n/a"" to ""NA"". Updated by Unknown user on 16 Jun 2026 08:47 AM."
6/16/2026 8:50:37,Unknown user,Created document,ReeF,VMP-CS-000-002P-4,"Document tracker ""ReeF"" was created by Unknown user on 16 Jun 2026 08:50 AM."
6/16/2026 8:51:36,Unknown user,Updated document,ReeF,VMP-CS-000-002P-4,"Status was set to ""Routing"". Date sent was set to ""2026-06-16"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 16 Jun 2026 08:51 AM."
6/16/2026 9:56:17,Unknown user,Created document,aKUz,VMP-MM-07-000-002R-1,"Document tracker ""aKUz"" was created by Unknown user on 16 Jun 2026 09:56 AM."
6/16/2026 9:56:59,Unknown user,Updated document,i6Am,ER-SYS-04-018-021/26,"Sent/Routing To was changed from ""Lenie"" to ""Othy"". Signatories Tracker was changed from updated to updated. Updated by Unknown user on 16 Jun 2026 09:56 AM."
